interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_symbol,receptor_symbol,ligand_ensembl,receptor_ensembl,interaction_symbol,interaction_ensembl
HC_C5AR1,COMPLEMENT,C5,C5AR1,,,,,KEGG: hsa04080,Secreted Signaling,HC - C5AR1,C5,C5AR1,ENSG00000106804,ENSG00000197405,C5^C5AR1,ENSG00000106804^ENSG00000197405
CCK_CCKAR,CCK,CCK,CCKAR,,,,,KEGG: hsa04080,Secreted Signaling,CCK - CCKAR,CCK,CCKAR,ENSG00000187094,ENSG00000163394,CCK^CCKAR,ENSG00000187094^ENSG00000163394
CCK_CCKBR,CCK,CCK,CCKBR,,,,,KEGG: hsa04080,Secreted Signaling,CCK - CCKBR,CCK,CCKBR,ENSG00000187094,ENSG00000110148,CCK^CCKBR,ENSG00000187094^ENSG00000110148
EDN1_EDNRA,EDN,EDN1,EDNRA,,,,,KEGG: hsa04080,Secreted Signaling,EDN1 - EDNRA,EDN1,EDNRA,ENSG00000078401,ENSG00000151617,EDN1^EDNRA,ENSG00000078401^ENSG00000151617
EDN2_EDNRA,EDN,EDN2,EDNRA,,,,,KEGG: hsa04080,Secreted Signaling,EDN2 - EDNRA,EDN2,EDNRA,ENSG00000127129,ENSG00000151617,EDN2^EDNRA,ENSG00000127129^ENSG00000151617
EDN3_EDNRA,EDN,EDN3,EDNRA,,,,,KEGG: hsa04080,Secreted Signaling,EDN3 - EDNRA,EDN3,EDNRA,ENSG00000124205,ENSG00000151617,EDN3^EDNRA,ENSG00000124205^ENSG00000151617
EDN1_EDNRB,EDN,EDN1,EDNRB,,,,,KEGG: hsa04080,Secreted Signaling,EDN1 - EDNRB,EDN1,EDNRB,ENSG00000078401,ENSG00000136160,EDN1^EDNRB,ENSG00000078401^ENSG00000136160
EDN2_EDNRB,EDN,EDN2,EDNRB,,,,,KEGG: hsa04080,Secreted Signaling,EDN2 - EDNRB,EDN2,EDNRB,ENSG00000127129,ENSG00000136160,EDN2^EDNRB,ENSG00000127129^ENSG00000136160
EDN3_EDNRB,EDN,EDN3,EDNRB,,,,,KEGG: hsa04080,Secreted Signaling,EDN3 - EDNRB,EDN3,EDNRB,ENSG00000124205,ENSG00000136160,EDN3^EDNRB,ENSG00000124205^ENSG00000136160
GAL_GALR1,GALANIN,GAL,GALR1,,,,,KEGG: hsa04080,Secreted Signaling,GAL - GALR1,GAL,GALR1,ENSG00000069482,ENSG00000166573,GAL^GALR1,ENSG00000069482^ENSG00000166573
GAL_GALR2,GALANIN,GAL,GALR2,,,,,KEGG: hsa04080,Secreted Signaling,GAL - GALR2,GAL,GALR2,ENSG00000069482,ENSG00000182687,GAL^GALR2,ENSG00000069482^ENSG00000182687
GAL_GALR3,GALANIN,GAL,GALR3,,,,,KEGG: hsa04080,Secreted Signaling,GAL - GALR3,GAL,GALR3,ENSG00000069482,ENSG00000128310,GAL^GALR3,ENSG00000069482^ENSG00000128310
GALP_GALR1,GALANIN,GALP,GALR1,,,,,PMID: 23233848,Secreted Signaling,GALP - GALR1,GALP,GALR1,ENSG00000197487,ENSG00000166573,GALP^GALR1,ENSG00000197487^ENSG00000166573
GALP_GALR2,GALANIN,GALP,GALR2,,,,,PMID: 23233848,Secreted Signaling,GALP - GALR2,GALP,GALR2,ENSG00000197487,ENSG00000182687,GALP^GALR2,ENSG00000197487^ENSG00000182687
GHRL_GHSR,GHRELIN,GHRL,GHSR,,GHRL antagonist,,,KEGG: hsa04080; PMID: 29233536,Secreted Signaling,GHRL - GHSR,GHRL,GHSR,ENSG00000157017,ENSG00000121853,GHRL^GHSR,ENSG00000157017^ENSG00000121853
KISS1_KISS1R,KISS1,KISS1,KISS1R,,,,,KEGG: hsa04080,Secreted Signaling,KISS1 - KISS1R,KISS1,KISS1R,ENSG00000170498,ENSG00000116014,KISS1^KISS1R,ENSG00000170498^ENSG00000116014
POMC_MC1R,MELANOCORTIN,POMC,MC1R,,,,,KEGG: hsa04080,Secreted Signaling,POMC - MC1R,POMC,MC1R,ENSG00000115138,ENSG00000258839,POMC^MC1R,ENSG00000115138^ENSG00000258839
POMC_MC2R,MELANOCORTIN,POMC,MC2R,,,,,KEGG: hsa04080,Secreted Signaling,POMC - MC2R,POMC,MC2R,ENSG00000115138,ENSG00000185231,POMC^MC2R,ENSG00000115138^ENSG00000185231
POMC_MC3R,MELANOCORTIN,POMC,MC3R,,POMC antagonist,,,KEGG: hsa04080; PMID: 11024027,Secreted Signaling,POMC - MC3R,POMC,MC3R,ENSG00000115138,ENSG00000124089,POMC^MC3R,ENSG00000115138^ENSG00000124089
POMC_MC4R,MELANOCORTIN,POMC,MC4R,,POMC antagonist,,,KEGG: hsa04080; PMID: 11024027,Secreted Signaling,POMC - MC4R,POMC,MC4R,ENSG00000115138,ENSG00000166603,POMC^MC4R,ENSG00000115138^ENSG00000166603
POMC_MC5R,MELANOCORTIN,POMC,MC5R,,,,,KEGG: hsa04080,Secreted Signaling,POMC - MC5R,POMC,MC5R,ENSG00000115138,ENSG00000176136,POMC^MC5R,ENSG00000115138^ENSG00000176136
NMU_NMUR1,NMU,NMU,NMUR1,,,,,KEGG: hsa04080,Secreted Signaling,NMU - NMUR1,NMU,NMUR1,ENSG00000109255,ENSG00000171596,NMU^NMUR1,ENSG00000109255^ENSG00000171596
NMU_NMUR2,NMU,NMU,NMUR2,,,,,KEGG: hsa04080,Secreted Signaling,NMU - NMUR2,NMU,NMUR2,ENSG00000109255,ENSG00000132911,NMU^NMUR2,ENSG00000109255^ENSG00000132911
NMS_NMUR1,NMU,NMS,NMUR1,,,,,PMID: 29288685,Secreted Signaling,NMS - NMUR1,NMS,NMUR1,ENSG00000204640,ENSG00000171596,NMS^NMUR1,ENSG00000204640^ENSG00000171596
NMS_NMUR2,NMU,NMS,NMUR2,,,,,PMID: 29288685,Secreted Signaling,NMS - NMUR2,NMS,NMUR2,ENSG00000204640,ENSG00000132911,NMS^NMUR2,ENSG00000204640^ENSG00000132911
NPFF_NPFFR1,NPFF,NPFF,NPFFR1,,,,,KEGG: hsa04080,Secreted Signaling,NPFF - NPFFR1,NPFF,NPFFR1,ENSG00000139574,ENSG00000148734,NPFF^NPFFR1,ENSG00000139574^ENSG00000148734
NPFF_NPFFR2,NPFF,NPFF,NPFFR2,,,,,KEGG: hsa04080,Secreted Signaling,NPFF - NPFFR2,NPFF,NPFFR2,ENSG00000139574,ENSG00000056291,NPFF^NPFFR2,ENSG00000139574^ENSG00000056291
NPY_NPY1R,NPY,NPY,NPY1R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY1R,NPY,NPY1R,ENSG00000122585,ENSG00000164128,NPY^NPY1R,ENSG00000122585^ENSG00000164128
NPY_NPY2R,NPY,NPY,NPY2R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY2R,NPY,NPY2R,ENSG00000122585,ENSG00000185149,NPY^NPY2R,ENSG00000122585^ENSG00000185149
NPY_NPY4R,NPY,NPY,NPY4R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY4R,NPY,NPY4R,ENSG00000122585,ENSG00000204174,NPY^NPY4R,ENSG00000122585^ENSG00000204174
NPY_NPY5R,NPY,NPY,NPY5R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY5R,NPY,NPY5R,ENSG00000122585,ENSG00000164129,NPY^NPY5R,ENSG00000122585^ENSG00000164129
NPY_NPY6R,NPY,NPY,NPY6R,,,,,KEGG: hsa04080,Secreted Signaling,NPY - NPY6R,NPY,NPY6R,ENSG00000122585,ENSG00000226306,NPY^NPY6R,ENSG00000122585^ENSG00000226306
NPY_GPR83,NPY,NPY,GPR83,,,,,KEGG: hsa04080,Secreted Signaling,NPY - GPR83,NPY,GPR83,ENSG00000122585,ENSG00000123901,NPY^GPR83,ENSG00000122585^ENSG00000123901
PPY_NPY1R,NPY,PPY,NPY1R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY1R,PPY,NPY1R,ENSG00000108849,ENSG00000164128,PPY^NPY1R,ENSG00000108849^ENSG00000164128
PPY_NPY2R,NPY,PPY,NPY2R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY2R,PPY,NPY2R,ENSG00000108849,ENSG00000185149,PPY^NPY2R,ENSG00000108849^ENSG00000185149
PPY_NPY4R,NPY,PPY,NPY4R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY4R,PPY,NPY4R,ENSG00000108849,ENSG00000204174,PPY^NPY4R,ENSG00000108849^ENSG00000204174
PPY_NPY5R,NPY,PPY,NPY5R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY5R,PPY,NPY5R,ENSG00000108849,ENSG00000164129,PPY^NPY5R,ENSG00000108849^ENSG00000164129
PPY_NPY6R,NPY,PPY,NPY6R,,,,,KEGG: hsa04080,Secreted Signaling,PPY - NPY6R,PPY,NPY6R,ENSG00000108849,ENSG00000226306,PPY^NPY6R,ENSG00000108849^ENSG00000226306
PPY_GPR83,NPY,PPY,GPR83,,,,,KEGG: hsa04080,Secreted Signaling,PPY - GPR83,PPY,GPR83,ENSG00000108849,ENSG00000123901,PPY^GPR83,ENSG00000108849^ENSG00000123901
PYY_NPY1R,NPY,PYY,NPY1R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY1R,PYY,NPY1R,ENSG00000131096,ENSG00000164128,PYY^NPY1R,ENSG00000131096^ENSG00000164128
PYY_NPY2R,NPY,PYY,NPY2R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY2R,PYY,NPY2R,ENSG00000131096,ENSG00000185149,PYY^NPY2R,ENSG00000131096^ENSG00000185149
PYY_NPY4R,NPY,PYY,NPY4R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY4R,PYY,NPY4R,ENSG00000131096,ENSG00000204174,PYY^NPY4R,ENSG00000131096^ENSG00000204174
PYY_NPY5R,NPY,PYY,NPY5R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY5R,PYY,NPY5R,ENSG00000131096,ENSG00000164129,PYY^NPY5R,ENSG00000131096^ENSG00000164129
PYY_NPY6R,NPY,PYY,NPY6R,,,,,KEGG: hsa04080,Secreted Signaling,PYY - NPY6R,PYY,NPY6R,ENSG00000131096,ENSG00000226306,PYY^NPY6R,ENSG00000131096^ENSG00000226306
PYY_GPR83,NPY,PYY,GPR83,,,,,KEGG: hsa04080,Secreted Signaling,PYY - GPR83,PYY,GPR83,ENSG00000131096,ENSG00000123901,PYY^GPR83,ENSG00000131096^ENSG00000123901
NPB_NPBWR1,NPW-B,NPB,NPBWR1,,,,,KEGG: hsa04080,Secreted Signaling,NPB - NPBWR1,NPB,NPBWR1,ENSG00000183979,ENSG00000183729,NPB^NPBWR1,ENSG00000183979^ENSG00000183729
NPW_NPBWR1,NPW-B,NPW,NPBWR1,,,,,KEGG: hsa04080,Secreted Signaling,NPW - NPBWR1,NPW,NPBWR1,ENSG00000183971,ENSG00000183729,NPW^NPBWR1,ENSG00000183971^ENSG00000183729
NTS_NTSR1,NTS,NTS,NTSR1,,,,,KEGG: hsa04080,Secreted Signaling,NTS - NTSR1,NTS,NTSR1,ENSG00000133636,ENSG00000101188,NTS^NTSR1,ENSG00000133636^ENSG00000101188
NTS_NTSR2,NTS,NTS,NTSR2,,,,,KEGG: hsa04080,Secreted Signaling,NTS - NTSR2,NTS,NTSR2,ENSG00000133636,ENSG00000169006,NTS^NTSR2,ENSG00000133636^ENSG00000169006
PDYN_OPRD1,OPIOID,PDYN,OPRD1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRD1,PDYN,OPRD1,ENSG00000101327,ENSG00000116329,PDYN^OPRD1,ENSG00000101327^ENSG00000116329
PDYN_OPRK1,OPIOID,PDYN,OPRK1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRK1,PDYN,OPRK1,ENSG00000101327,ENSG00000082556,PDYN^OPRK1,ENSG00000101327^ENSG00000082556
PDYN_OPRL1,OPIOID,PDYN,OPRL1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRL1,PDYN,OPRL1,ENSG00000101327,ENSG00000125510,PDYN^OPRL1,ENSG00000101327^ENSG00000125510
PDYN_OPRM1,OPIOID,PDYN,OPRM1,,,,,KEGG: hsa04080,Secreted Signaling,PDYN - OPRM1,PDYN,OPRM1,ENSG00000101327,ENSG00000112038,PDYN^OPRM1,ENSG00000101327^ENSG00000112038
PENK_OPRD1,OPIOID,PENK,OPRD1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRD1,PENK,OPRD1,ENSG00000181195,ENSG00000116329,PENK^OPRD1,ENSG00000181195^ENSG00000116329
PENK_OPRK1,OPIOID,PENK,OPRK1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRK1,PENK,OPRK1,ENSG00000181195,ENSG00000082556,PENK^OPRK1,ENSG00000181195^ENSG00000082556
PENK_OPRL1,OPIOID,PENK,OPRL1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRL1,PENK,OPRL1,ENSG00000181195,ENSG00000125510,PENK^OPRL1,ENSG00000181195^ENSG00000125510
PENK_OPRM1,OPIOID,PENK,OPRM1,,,,,KEGG: hsa04080,Secreted Signaling,PENK - OPRM1,PENK,OPRM1,ENSG00000181195,ENSG00000112038,PENK^OPRM1,ENSG00000181195^ENSG00000112038
POMC_OPRD1,OPIOID,POMC,OPRD1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRD1,POMC,OPRD1,ENSG00000115138,ENSG00000116329,POMC^OPRD1,ENSG00000115138^ENSG00000116329
POMC_OPRK1,OPIOID,POMC,OPRK1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRK1,POMC,OPRK1,ENSG00000115138,ENSG00000082556,POMC^OPRK1,ENSG00000115138^ENSG00000082556
POMC_OPRL1,OPIOID,POMC,OPRL1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRL1,POMC,OPRL1,ENSG00000115138,ENSG00000125510,POMC^OPRL1,ENSG00000115138^ENSG00000125510
POMC_OPRM1,OPIOID,POMC,OPRM1,,,,,KEGG: hsa04080,Secreted Signaling,POMC - OPRM1,POMC,OPRM1,ENSG00000115138,ENSG00000112038,POMC^OPRM1,ENSG00000115138^ENSG00000112038
HCRT_HCRTR1,HCRT,HCRT,HCRTR1,,,,,KEGG: hsa04080,Secreted Signaling,HCRT - HCRTR1,HCRT,HCRTR1,ENSG00000161610,ENSG00000121764,HCRT^HCRTR1,ENSG00000161610^ENSG00000121764
HCRT_HCRTR2,HCRT,HCRT,HCRTR2,,,,,KEGG: hsa04080,Secreted Signaling,HCRT - HCRTR2,HCRT,HCRTR2,ENSG00000161610,ENSG00000137252,HCRT^HCRTR2,ENSG00000161610^ENSG00000137252
OXT_OXTR,OXT,OXT,OXTR,,,,,KEGG: hsa04080,Secreted Signaling,OXT - OXTR,OXT,OXTR,ENSG00000101405,ENSG00000180914,OXT^OXTR,ENSG00000101405^ENSG00000180914
SST_SSTR1,SEMATOSTATIN,SST,SSTR1,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR1,SST,SSTR1,ENSG00000157005,ENSG00000139874,SST^SSTR1,ENSG00000157005^ENSG00000139874
SST_SSTR2,SEMATOSTATIN,SST,SSTR2,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR2,SST,SSTR2,ENSG00000157005,ENSG00000180616,SST^SSTR2,ENSG00000157005^ENSG00000180616
SST_SSTR3,SEMATOSTATIN,SST,SSTR3,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR3,SST,SSTR3,ENSG00000157005,ENSG00000278195,SST^SSTR3,ENSG00000157005^ENSG00000278195
SST_SSTR4,SEMATOSTATIN,SST,SSTR4,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR4,SST,SSTR4,ENSG00000157005,ENSG00000132671,SST^SSTR4,ENSG00000157005^ENSG00000132671
SST_SSTR5,SEMATOSTATIN,SST,SSTR5,,,,,KEGG: hsa04080,Secreted Signaling,SST - SSTR5,SST,SSTR5,ENSG00000157005,ENSG00000162009,SST^SSTR5,ENSG00000157005^ENSG00000162009
CORT_SSTR1,SEMATOSTATIN,CORT,SSTR1,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR1,CORT,SSTR1,ENSG00000241563,ENSG00000139874,CORT^SSTR1,ENSG00000241563^ENSG00000139874
CORT_SSTR2,SEMATOSTATIN,CORT,SSTR2,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR2,CORT,SSTR2,ENSG00000241563,ENSG00000180616,CORT^SSTR2,ENSG00000241563^ENSG00000180616
CORT_SSTR3,SEMATOSTATIN,CORT,SSTR3,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR3,CORT,SSTR3,ENSG00000241563,ENSG00000278195,CORT^SSTR3,ENSG00000241563^ENSG00000278195
CORT_SSTR4,SEMATOSTATIN,CORT,SSTR4,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR4,CORT,SSTR4,ENSG00000241563,ENSG00000132671,CORT^SSTR4,ENSG00000241563^ENSG00000132671
CORT_SSTR5,SEMATOSTATIN,CORT,SSTR5,,,,,KEGG: hsa04080,Secreted Signaling,CORT - SSTR5,CORT,SSTR5,ENSG00000241563,ENSG00000162009,CORT^SSTR5,ENSG00000241563^ENSG00000162009
TAC1_TACR1,TAC,TAC1,TACR1,,,,,KEGG: hsa04080,Secreted Signaling,TAC1 - TACR1,TAC1,TACR1,ENSG00000006128,ENSG00000115353,TAC1^TACR1,ENSG00000006128^ENSG00000115353
TAC4_TACR1,TAC,TAC4,TACR1,,,,,KEGG: hsa04080,Secreted Signaling,TAC4 - TACR1,TAC4,TACR1,ENSG00000176358,ENSG00000115353,TAC4^TACR1,ENSG00000176358^ENSG00000115353
TAC1_TACR2,TAC,TAC1,TACR2,,,,,KEGG: hsa04080,Secreted Signaling,TAC1 - TACR2,TAC1,TACR2,ENSG00000006128,ENSG00000075073,TAC1^TACR2,ENSG00000006128^ENSG00000075073
TAC2_TACR3,TAC,TAC3,TACR3,,,,,KEGG: hsa04080,Secreted Signaling,TAC2 - TACR3,TAC3,TACR3,ENSG00000166863,ENSG00000169836,TAC3^TACR3,ENSG00000166863^ENSG00000169836
UTS2_UTS2R,UTS2,UTS2,UTS2R,,,,,KEGG: hsa04080,Secreted Signaling,UTS2 - UTS2R,UTS2,UTS2R,ENSG00000049247,,UTS2^UTS2R,ENSG00000049247^nan
AVP_AVPR2,AVP,AVP,AVPR2,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR2,AVP,AVPR2,ENSG00000101200,ENSG00000126895,AVP^AVPR2,ENSG00000101200^ENSG00000126895
AVP_AVPR1A,AVP,AVP,AVPR1A,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR1A,AVP,AVPR1A,ENSG00000101200,ENSG00000166148,AVP^AVPR1A,ENSG00000101200^ENSG00000166148
AVP_AVPR1B,AVP,AVP,AVPR1B,,,,,KEGG: hsa04080,Secreted Signaling,AVP - AVPR1B,AVP,AVPR1B,ENSG00000101200,ENSG00000198049,AVP^AVPR1B,ENSG00000101200^ENSG00000198049
PRLH_PRLHR,PRLH,PRLH,PRLHR,,,,,KEGG: hsa04080,Secreted Signaling,PRLH - PRLHR,PRLH,PRLHR,ENSG00000071677,ENSG00000119973,PRLH^PRLHR,ENSG00000071677^ENSG00000119973
PRSS3_F2R,PARs,PRSS3,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2R,PRSS3,F2R,ENSG00000010438,ENSG00000181104,PRSS3^F2R,ENSG00000010438^ENSG00000181104
CTSG_F2R,PARs,CTSG,F2R,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2R,CTSG,F2R,ENSG00000100448,ENSG00000181104,CTSG^F2R,ENSG00000100448^ENSG00000181104
F2_F2R,PARs,F2,F2R,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2R,F2,F2R,ENSG00000180210,ENSG00000181104,F2^F2R,ENSG00000180210^ENSG00000181104
PLG_F2R,PARs,PLG,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL3,PLG,F2R,ENSG00000122194,ENSG00000181104,PLG^F2R,ENSG00000122194^ENSG00000181104
GZMA_F2R,PARs,GZMA,F2R,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2R,GZMA,F2R,ENSG00000145649,ENSG00000181104,GZMA^F2R,ENSG00000145649^ENSG00000181104
PRSS2_F2R,PARs,PRSS2,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2R,PRSS2,F2R,ENSG00000275896,ENSG00000181104,PRSS2^F2R,ENSG00000275896^ENSG00000181104
PRSS1_F2R,PARs,PRSS1,F2R,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2R,PRSS1,F2R,ENSG00000204983,ENSG00000181104,PRSS1^F2R,ENSG00000204983^ENSG00000181104
PRSS3_F2RL1,PARs,PRSS3,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2RL1,PRSS3,F2RL1,ENSG00000010438,ENSG00000164251,PRSS3^F2RL1,ENSG00000010438^ENSG00000164251
CTSG_F2RL1,PARs,CTSG,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2RL1,CTSG,F2RL1,ENSG00000100448,ENSG00000164251,CTSG^F2RL1,ENSG00000100448^ENSG00000164251
F2_F2RL1,PARs,F2,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2RL1,F2,F2RL1,ENSG00000180210,ENSG00000164251,F2^F2RL1,ENSG00000180210^ENSG00000164251
PLG_F2RL1,PARs,PLG,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL1,PLG,F2RL1,ENSG00000122194,ENSG00000164251,PLG^F2RL1,ENSG00000122194^ENSG00000164251
GZMA_F2RL1,PARs,GZMA,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2RL1,GZMA,F2RL1,ENSG00000145649,ENSG00000164251,GZMA^F2RL1,ENSG00000145649^ENSG00000164251
PRSS2_F2RL1,PARs,PRSS2,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2RL1,PRSS2,F2RL1,ENSG00000275896,ENSG00000164251,PRSS2^F2RL1,ENSG00000275896^ENSG00000164251
PRSS1_F2RL1,PARs,PRSS1,F2RL1,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2RL1,PRSS1,F2RL1,ENSG00000204983,ENSG00000164251,PRSS1^F2RL1,ENSG00000204983^ENSG00000164251
PRSS3_F2RL2,PARs,PRSS3,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2RL2,PRSS3,F2RL2,ENSG00000010438,ENSG00000164220,PRSS3^F2RL2,ENSG00000010438^ENSG00000164220
CTSG_F2RL2,PARs,CTSG,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2RL2,CTSG,F2RL2,ENSG00000100448,ENSG00000164220,CTSG^F2RL2,ENSG00000100448^ENSG00000164220
F2_F2RL2,PARs,F2,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2RL2,F2,F2RL2,ENSG00000180210,ENSG00000164220,F2^F2RL2,ENSG00000180210^ENSG00000164220
PLG_F2RL2,PARs,PLG,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL2,PLG,F2RL2,ENSG00000122194,ENSG00000164220,PLG^F2RL2,ENSG00000122194^ENSG00000164220
GZMA_F2RL2,PARs,GZMA,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2RL2,GZMA,F2RL2,ENSG00000145649,ENSG00000164220,GZMA^F2RL2,ENSG00000145649^ENSG00000164220
PRSS2_F2RL2,PARs,PRSS2,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2RL2,PRSS2,F2RL2,ENSG00000275896,ENSG00000164220,PRSS2^F2RL2,ENSG00000275896^ENSG00000164220
PRSS1_F2RL2,PARs,PRSS1,F2RL2,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2RL2,PRSS1,F2RL2,ENSG00000204983,ENSG00000164220,PRSS1^F2RL2,ENSG00000204983^ENSG00000164220
PRSS3_F2RL3,PARs,PRSS3,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - F2RL3,PRSS3,F2RL3,ENSG00000010438,ENSG00000127533,PRSS3^F2RL3,ENSG00000010438^ENSG00000127533
CTSG_F2RL3,PARs,CTSG,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - F2RL3,CTSG,F2RL3,ENSG00000100448,ENSG00000127533,CTSG^F2RL3,ENSG00000100448^ENSG00000127533
F2_F2RL3,PARs,F2,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,F2 - F2RL3,F2,F2RL3,ENSG00000180210,ENSG00000127533,F2^F2RL3,ENSG00000180210^ENSG00000127533
GZMA_F2RL3,PARs,GZMA,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - F2RL3,GZMA,F2RL3,ENSG00000145649,ENSG00000127533,GZMA^F2RL3,ENSG00000145649^ENSG00000127533
PLG_F2RL3,PARs,PLG,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PLG - F2RL3,PLG,F2RL3,ENSG00000122194,ENSG00000127533,PLG^F2RL3,ENSG00000122194^ENSG00000127533
PRSS2_F2RL3,PARs,PRSS2,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - F2RL3,PRSS2,F2RL3,ENSG00000275896,ENSG00000127533,PRSS2^F2RL3,ENSG00000275896^ENSG00000127533
PRSS1_F2RL3,PARs,PRSS1,F2RL3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - F2RL3,PRSS1,F2RL3,ENSG00000204983,ENSG00000127533,PRSS1^F2RL3,ENSG00000204983^ENSG00000127533
PRSS3_PARD3,PARs,PRSS3,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS3 - PARD3,PRSS3,PARD3,ENSG00000010438,ENSG00000148498,PRSS3^PARD3,ENSG00000010438^ENSG00000148498
CTSG_PARD3,PARs,CTSG,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,CTSG - PARD3,CTSG,PARD3,ENSG00000100448,ENSG00000148498,CTSG^PARD3,ENSG00000100448^ENSG00000148498
F2_PARD3,PARs,F2,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,F2 - PARD3,F2,PARD3,ENSG00000180210,ENSG00000148498,F2^PARD3,ENSG00000180210^ENSG00000148498
GZMA_PARD3,PARs,GZMA,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,GZMA - PARD3,GZMA,PARD3,ENSG00000145649,ENSG00000148498,GZMA^PARD3,ENSG00000145649^ENSG00000148498
PLG_PARD3,PARs,PLG,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PLG - PARD3,PLG,PARD3,ENSG00000122194,ENSG00000148498,PLG^PARD3,ENSG00000122194^ENSG00000148498
PRSS2_PARD3,PARs,PRSS2,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS2 - PARD3,PRSS2,PARD3,ENSG00000275896,ENSG00000148498,PRSS2^PARD3,ENSG00000275896^ENSG00000148498
PRSS1_PARD3,PARs,PRSS1,PARD3,,,,,KEGG: hsa04080,Secreted Signaling,PRSS1 - PARD3,PRSS1,PARD3,ENSG00000204983,ENSG00000148498,PRSS1^PARD3,ENSG00000204983^ENSG00000148498
PMCH_MCHR1,PMCH,PMCH,MCHR1,,,,,KEGG: hsa04080,Secreted Signaling,PMCH - MCHR1,PMCH,MCHR1,ENSG00000183395,ENSG00000128285,PMCH^MCHR1,ENSG00000183395^ENSG00000128285
