interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,evidence,annotation,interaction_name_2,ligand_symbol,receptor_symbol,ligand_ensembl,receptor_ensembl,interaction_symbol,interaction_ensembl
GHRH_VIPR1,GHRH,Ghrh,Vipr1,,,,,PMID: 10655511,Secreted Signaling,Ghrh  - Vipr1,Ghrh,Vipr1,ENSMUSG00000027643,ENSMUSG00000032528,Ghrh^Vipr1,ENSMUSG00000027643^ENSMUSG00000032528
GHRH_VIPR2,GHRH,Ghrh,Vipr2,,,,,PMID: 10655511,Secreted Signaling,Ghrh  - Vipr2,Ghrh,Vipr2,ENSMUSG00000027643,ENSMUSG00000011171,Ghrh^Vipr2,ENSMUSG00000027643^ENSMUSG00000011171
GHRH_GHSR,GHRH,Ghrh,Ghsr,,,,,PMID: 19088192,Secreted Signaling,Ghrh  - Ghsr,Ghrh,Ghsr,ENSMUSG00000027643,ENSMUSG00000051136,Ghrh^Ghsr,ENSMUSG00000027643^ENSMUSG00000051136
GHRH_GHRHR,GHRH,Ghrh,Ghrhr,,,,,PMID: 26917260,Secreted Signaling,Ghrh  - Ghrhr,Ghrh,Ghrhr,ENSMUSG00000027643,ENSMUSG00000004654,Ghrh^Ghrhr,ENSMUSG00000027643^ENSMUSG00000004654
GNRH1_GNRHR,GNRH,Gnrh1,Gnrhr,,,,,PMID: 19640273,Secreted Signaling,Gnrh1  - Gnrhr,Gnrh1,Gnrhr,ENSMUSG00000015812,ENSMUSG00000029255,Gnrh1^Gnrhr,ENSMUSG00000015812^ENSMUSG00000029255
GRN_SORT1,GRN,Grn,Sort1,,,,,PMID: 29555433,Secreted Signaling,Grn  - Sort1,Grn,Sort1,ENSMUSG00000034708,ENSMUSG00000068747,Grn^Sort1,ENSMUSG00000034708^ENSMUSG00000068747
GUCA2A_GUCY2C,GUCA,Guca2a,Gucy2c,,,,,PMID: 22384056,Secreted Signaling,Guca2a  - Gucy2c,Guca2a,Gucy2c,ENSMUSG00000023247,ENSMUSG00000042638,Guca2a^Gucy2c,ENSMUSG00000023247^ENSMUSG00000042638
GUCA2B_GUCY2C,GUCA,Guca2b,Gucy2c,,,,,PMID: 22384056,Secreted Signaling,Guca2b  - Gucy2c,Guca2b,Gucy2c,ENSMUSG00000032978,ENSMUSG00000042638,Guca2b^Gucy2c,ENSMUSG00000032978^ENSMUSG00000042638
IAPP_CALCR,CALCR,Iapp,Calcr,,,,,KEGG: mmu04080,Secreted Signaling,Iapp  - Calcr,Iapp,Calcr,ENSMUSG00000041681,ENSMUSG00000023964,Iapp^Calcr,ENSMUSG00000041681^ENSMUSG00000023964
IAPP_CALCRL,CALCR,Iapp,Calcrl,,,,,KEGG: mmu04080,Secreted Signaling,Iapp  - Calcrl,Iapp,Calcrl,ENSMUSG00000041681,ENSMUSG00000059588,Iapp^Calcrl,ENSMUSG00000041681^ENSMUSG00000059588
INSL3_RXFP2,RLN,Insl3,Rxfp2,,,,,KEGG: mmu04080,Secreted Signaling,Insl3  - Rxfp2,Insl3,Rxfp2,ENSMUSG00000079019,ENSMUSG00000053368,Insl3^Rxfp2,ENSMUSG00000079019^ENSMUSG00000053368
INSL3_RXFP1,RLN,Insl3,Rxfp1,,,,,KEGG: mmu04080,Secreted Signaling,Insl3  - Rxfp1,Insl3,Rxfp1,ENSMUSG00000079019,ENSMUSG00000034009,Insl3^Rxfp1,ENSMUSG00000079019^ENSMUSG00000034009
INSL3_RXFP4,RLN,Insl3,Rxfp4,,,,,KEGG: mmu04080,Secreted Signaling,Insl3  - Rxfp4,Insl3,Rxfp4,ENSMUSG00000079019,ENSMUSG00000049741,Insl3^Rxfp4,ENSMUSG00000079019^ENSMUSG00000049741
INSL3_RXFP3,RLN,Insl3,Rxfp3,,,,,KEGG: mmu04080,Secreted Signaling,Insl3  - Rxfp3,Insl3,Rxfp3,ENSMUSG00000079019,ENSMUSG00000060735,Insl3^Rxfp3,ENSMUSG00000079019^ENSMUSG00000060735
INSL5_RXFP4,RLN,Insl5,Rxfp4,,,,,KEGG: mmu04080,Secreted Signaling,Insl5  - Rxfp4,Insl5,Rxfp4,ENSMUSG00000066090,ENSMUSG00000049741,Insl5^Rxfp4,ENSMUSG00000066090^ENSMUSG00000049741
INSL5_RXFP3,RLN,Insl5,Rxfp3,,,,,KEGG: mmu04080,Secreted Signaling,Insl5  - Rxfp3,Insl5,Rxfp3,ENSMUSG00000066090,ENSMUSG00000060735,Insl5^Rxfp3,ENSMUSG00000066090^ENSMUSG00000060735
INSL5_RXFP2,RLN,Insl5,Rxfp2,,,,,KEGG: mmu04080,Secreted Signaling,Insl5  - Rxfp2,Insl5,Rxfp2,ENSMUSG00000066090,ENSMUSG00000053368,Insl5^Rxfp2,ENSMUSG00000066090^ENSMUSG00000053368
INSL5_RXFP1,RLN,Insl5,Rxfp1,,,,,KEGG: mmu04080,Secreted Signaling,Insl5  - Rxfp1,Insl5,Rxfp1,ENSMUSG00000066090,ENSMUSG00000034009,Insl5^Rxfp1,ENSMUSG00000066090^ENSMUSG00000034009
LEP_LEPR,LEP,Lep,Lepr,,,,,KEGG: mmu04080,Secreted Signaling,Lep  - Lepr,Lep,Lepr,ENSMUSG00000059201,ENSMUSG00000057722,Lep^Lepr,ENSMUSG00000059201^ENSMUSG00000057722
LGALS9_CD45,GALECTIN,Lgals9,Ptprc,,,,,PMID: 30120235,Secreted Signaling,Lgals9  - Cd45,Lgals9,Ptprc,ENSMUSG00000001123,ENSMUSG00000026395,Lgals9^Ptprc,ENSMUSG00000001123^ENSMUSG00000026395
LGALS9_IGHM,GALECTIN,Lgals9,Ighm,,,,,PMID: 30120235,Secreted Signaling,Lgals9  - Ighm,Lgals9,Ighm,ENSMUSG00000001123,ENSMUSG00000076617,Lgals9^Ighm,ENSMUSG00000001123^ENSMUSG00000076617
NPS_NPSR1,NPS,Nps,Npsr1,,,,,PMID: 19732772,Secreted Signaling,Nps  - Npsr1,Nps,Npsr1,ENSMUSG00000073804,ENSMUSG00000043659,Nps^Npsr1,ENSMUSG00000073804^ENSMUSG00000043659
NPVF_NPFFR1,NPVF,Npvf,Npffr1,,,,,PMID: 29106375,Secreted Signaling,Npvf  - Npffr1,Npvf,Npffr1,ENSMUSG00000029831,ENSMUSG00000020090,Npvf^Npffr1,ENSMUSG00000029831^ENSMUSG00000020090
NPVF_NPFFR2,NPVF,Npvf,Npffr2,,,,,PMID: 29106375,Secreted Signaling,Npvf  - Npffr2,Npvf,Npffr2,ENSMUSG00000029831,ENSMUSG00000035528,Npvf^Npffr2,ENSMUSG00000029831^ENSMUSG00000035528
OSTN_NPR3,OSTN,Ostn,Npr3,,,,,PMID: 29326144,Secreted Signaling,Ostn  - Npr3,Ostn,Npr3,ENSMUSG00000052276,ENSMUSG00000022206,Ostn^Npr3,ENSMUSG00000052276^ENSMUSG00000022206
PMCH_MERTK,PMCH,Pmch,Mertk,,,,,PMID: 30501104,Secreted Signaling,Pmch  - Mertk,Pmch,Mertk,ENSMUSG00000035383,ENSMUSG00000014361,Pmch^Mertk,ENSMUSG00000035383^ENSMUSG00000014361
PROS1_AXL,PROS,Pros1,Axl,,,,,PMID: 29531161,Secreted Signaling,Pros1  - Axl,Pros1,Axl,ENSMUSG00000022912,ENSMUSG00000002602,Pros1^Axl,ENSMUSG00000022912^ENSMUSG00000002602
PROS1_TYRO3,PROS,Pros1,Tyro3,,,,,PMID: 30501104,Secreted Signaling,Pros1  - Tyro3,Pros1,Tyro3,ENSMUSG00000022912,ENSMUSG00000027298,Pros1^Tyro3,ENSMUSG00000022912^ENSMUSG00000027298
PSAP_GPR37L1,PSAP,Psap,Gpr37l1,,,,,PMID: 23690594,Secreted Signaling,Psap  - Gpr37l1,Psap,Gpr37l1,ENSMUSG00000004207,ENSMUSG00000026424,Psap^Gpr37l1,ENSMUSG00000004207^ENSMUSG00000026424
PSAP_GPR37,PSAP,Psap,Gpr37,,,,,PMID: 23690594,Secreted Signaling,Psap  - Gpr37,Psap,Gpr37,ENSMUSG00000004207,ENSMUSG00000039904,Psap^Gpr37,ENSMUSG00000004207^ENSMUSG00000039904
PTH_PTH1R,PTH,Pth,Pth1r,,,,,KEGG: mmu04080,Secreted Signaling,Pth  - Pth1r,Pth,Pth1r,ENSMUSG00000059077,ENSMUSG00000032492,Pth^Pth1r,ENSMUSG00000059077^ENSMUSG00000032492
PTH_PTH2R,PTH,Pth,Pth2r,,,,,KEGG: mmu04080,Secreted Signaling,Pth  - Pth2r,Pth,Pth2r,ENSMUSG00000059077,ENSMUSG00000025946,Pth^Pth2r,ENSMUSG00000059077^ENSMUSG00000025946
PTH2_PTH1R,PTH,Pth2,Pth1r,,,,,KEGG: mmu04080,Secreted Signaling,Pth2  - Pth1r,Pth2,Pth1r,ENSMUSG00000038300,ENSMUSG00000032492,Pth2^Pth1r,ENSMUSG00000038300^ENSMUSG00000032492
PTH2_PTH2R,PTH,Pth2,Pth2r,,,,,KEGG: mmu04080,Secreted Signaling,Pth2  - Pth2r,Pth2,Pth2r,ENSMUSG00000038300,ENSMUSG00000025946,Pth2^Pth2r,ENSMUSG00000038300^ENSMUSG00000025946
PTHLH_PTH1R,PTH,Pthlh,Pth1r,,,,,PMID: 29577935,Secreted Signaling,Pthlh  - Pth1r,Pthlh,Pth1r,ENSMUSG00000048776,ENSMUSG00000032492,Pthlh^Pth1r,ENSMUSG00000048776^ENSMUSG00000032492
QRFP_QRFPR,QRFP,Qrfp,Qrfpr,,,,,PMID: 25386115,Secreted Signaling,Qrfp  - Qrfpr,Qrfp,Qrfpr,ENSMUSG00000043102,ENSMUSG00000058400,Qrfp^Qrfpr,ENSMUSG00000043102^ENSMUSG00000058400
RARRES2_GPR1,CHEMERIN,Rarres2,Gpr1,,,,,PMID: 24671882,Secreted Signaling,Rarres2  - Gpr1,Rarres2,Gpr1,ENSMUSG00000009281,ENSMUSG00000046856,Rarres2^Gpr1,ENSMUSG00000009281^ENSMUSG00000046856
RARRES2_CMKLR1,CHEMERIN,Rarres2,Cmklr1,,,,,PMID: 24671882,Secreted Signaling,Rarres2  - Cmklr1,Rarres2,Cmklr1,ENSMUSG00000009281,ENSMUSG00000042190,Rarres2^Cmklr1,ENSMUSG00000009281^ENSMUSG00000042190
RLN1_RXFP2,RLN,Rln1,Rxfp2,,,,,KEGG: mmu04080,Secreted Signaling,Rln1  - Rxfp2,Rln1,Rxfp2,ENSMUSG00000039097,ENSMUSG00000053368,Rln1^Rxfp2,ENSMUSG00000039097^ENSMUSG00000053368
RLN1_RXFP1,RLN,Rln1,Rxfp1,,,,,KEGG: mmu04080,Secreted Signaling,Rln1  - Rxfp1,Rln1,Rxfp1,ENSMUSG00000039097,ENSMUSG00000034009,Rln1^Rxfp1,ENSMUSG00000039097^ENSMUSG00000034009
RLN1_RXFP3,RLN,Rln1,Rxfp3,,,,,KEGG: mmu04080,Secreted Signaling,Rln1  - Rxfp3,Rln1,Rxfp3,ENSMUSG00000039097,ENSMUSG00000060735,Rln1^Rxfp3,ENSMUSG00000039097^ENSMUSG00000060735
RLN1_RXFP4,RLN,Rln1,Rxfp4,,,,,KEGG: mmu04080,Secreted Signaling,Rln1  - Rxfp4,Rln1,Rxfp4,ENSMUSG00000039097,ENSMUSG00000049741,Rln1^Rxfp4,ENSMUSG00000039097^ENSMUSG00000049741
RLN3_RXFP3,RLN,Rln3,Rxfp3,,,,,KEGG: mmu04080,Secreted Signaling,Rln3  - Rxfp3,Rln3,Rxfp3,ENSMUSG00000045232,ENSMUSG00000060735,Rln3^Rxfp3,ENSMUSG00000045232^ENSMUSG00000060735
RLN3_RXFP1,RLN,Rln3,Rxfp1,,,,,KEGG: mmu04080,Secreted Signaling,Rln3  - Rxfp1,Rln3,Rxfp1,ENSMUSG00000045232,ENSMUSG00000034009,Rln3^Rxfp1,ENSMUSG00000045232^ENSMUSG00000034009
RLN3_RXFP4,RLN,Rln3,Rxfp4,,,,,KEGG: mmu04080,Secreted Signaling,Rln3  - Rxfp4,Rln3,Rxfp4,ENSMUSG00000045232,ENSMUSG00000049741,Rln3^Rxfp4,ENSMUSG00000045232^ENSMUSG00000049741
RLN3_RXFP2,RLN,Rln3,Rxfp2,,,,,KEGG: mmu04080,Secreted Signaling,Rln3  - Rxfp2,Rln3,Rxfp2,ENSMUSG00000045232,ENSMUSG00000053368,Rln3^Rxfp2,ENSMUSG00000045232^ENSMUSG00000053368
SAA2_FPR2,SAA,Saa2,Fpr2,,,,,PMID: 22610094,Secreted Signaling,Saa2  - Fpr2,Saa2,Fpr2,ENSMUSG00000057465,ENSMUSG00000052270,Saa2^Fpr2,ENSMUSG00000057465^ENSMUSG00000052270
SCGB3A2_MARCO,UGRP1,Scgb3a2,Marco,,,,,PMID: 12847263,Secreted Signaling,Scgb3a2  - Marco,Scgb3a2,Marco,ENSMUSG00000038791,ENSMUSG00000026390,Scgb3a2^Marco,ENSMUSG00000038791^ENSMUSG00000026390
SCT_SCTR,SCT,Sct,Sctr,,,,,KEGG: mmu04080,Secreted Signaling,Sct  - Sctr,Sct,Sctr,ENSMUSG00000038580,ENSMUSG00000026387,Sct^Sctr,ENSMUSG00000038580^ENSMUSG00000026387
SLURP1_CHRNB1,SLURP,Slurp1,Chrnb1,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrnb1,Slurp1,Chrnb1,ENSMUSG00000022596,ENSMUSG00000041189,Slurp1^Chrnb1,ENSMUSG00000022596^ENSMUSG00000041189
SLURP1_CHRNB2,SLURP,Slurp1,Chrnb2,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrnb2,Slurp1,Chrnb2,ENSMUSG00000022596,ENSMUSG00000027950,Slurp1^Chrnb2,ENSMUSG00000022596^ENSMUSG00000027950
SLURP1_CHRNB3,SLURP,Slurp1,Chrnb3,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrnb3,Slurp1,Chrnb3,ENSMUSG00000022596,ENSMUSG00000031492,Slurp1^Chrnb3,ENSMUSG00000022596^ENSMUSG00000031492
SLURP1_CHRNB4,SLURP,Slurp1,Chrnb4,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrnb4,Slurp1,Chrnb4,ENSMUSG00000022596,ENSMUSG00000035200,Slurp1^Chrnb4,ENSMUSG00000022596^ENSMUSG00000035200
SLURP1_CHRNA1,SLURP,Slurp1,Chrna1,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna1,Slurp1,Chrna1,ENSMUSG00000022596,ENSMUSG00000027107,Slurp1^Chrna1,ENSMUSG00000022596^ENSMUSG00000027107
SLURP1_CHRNA2,SLURP,Slurp1,Chrna2,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna2,Slurp1,Chrna2,ENSMUSG00000022596,ENSMUSG00000022041,Slurp1^Chrna2,ENSMUSG00000022596^ENSMUSG00000022041
SLURP1_CHRNA3,SLURP,Slurp1,Chrna3,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna3,Slurp1,Chrna3,ENSMUSG00000022596,ENSMUSG00000032303,Slurp1^Chrna3,ENSMUSG00000022596^ENSMUSG00000032303
SLURP1_CHRNA4,SLURP,Slurp1,Chrna4,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna4,Slurp1,Chrna4,ENSMUSG00000022596,ENSMUSG00000027577,Slurp1^Chrna4,ENSMUSG00000022596^ENSMUSG00000027577
SLURP1_CHRNA5,SLURP,Slurp1,Chrna5,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna5,Slurp1,Chrna5,ENSMUSG00000022596,ENSMUSG00000035594,Slurp1^Chrna5,ENSMUSG00000022596^ENSMUSG00000035594
SLURP1_CHRNA6,SLURP,Slurp1,Chrna6,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna6,Slurp1,Chrna6,ENSMUSG00000022596,ENSMUSG00000031491,Slurp1^Chrna6,ENSMUSG00000022596^ENSMUSG00000031491
SLURP1_CHRNA9,SLURP,Slurp1,Chrna9,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna9,Slurp1,Chrna9,ENSMUSG00000022596,ENSMUSG00000029205,Slurp1^Chrna9,ENSMUSG00000022596^ENSMUSG00000029205
SLURP1_CHRNA10,SLURP,Slurp1,Chrna10,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrna10,Slurp1,Chrna10,ENSMUSG00000022596,ENSMUSG00000066279,Slurp1^Chrna10,ENSMUSG00000022596^ENSMUSG00000066279
SLURP1_CHRND,SLURP,Slurp1,Chrnd,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrnd,Slurp1,Chrnd,ENSMUSG00000022596,ENSMUSG00000026251,Slurp1^Chrnd,ENSMUSG00000022596^ENSMUSG00000026251
SLURP1_CHRNE,SLURP,Slurp1,Chrne,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrne,Slurp1,Chrne,ENSMUSG00000022596,ENSMUSG00000014609,Slurp1^Chrne,ENSMUSG00000022596^ENSMUSG00000014609
SLURP1_CHRNG,SLURP,Slurp1,Chrng,,,,,KEGG: mmu04080,Secreted Signaling,Slurp1  - Chrng,Slurp1,Chrng,ENSMUSG00000022596,ENSMUSG00000026253,Slurp1^Chrng,ENSMUSG00000022596^ENSMUSG00000026253
SLURP1_CHRNA7,SLURP,Slurp1,Chrna7,,,,,KEGG: mmu04080; PMID: 29545933;,Secreted Signaling,Slurp1  - Chrna7,Slurp1,Chrna7,ENSMUSG00000022596,ENSMUSG00000030525,Slurp1^Chrna7,ENSMUSG00000022596^ENSMUSG00000030525
SLURP2_CHRNB1,SLURP,Slurp2,Chrnb1,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrnb1,Slurp2,Chrnb1,ENSMUSG00000075605,ENSMUSG00000041189,Slurp2^Chrnb1,ENSMUSG00000075605^ENSMUSG00000041189
SLURP2_CHRNB2,SLURP,Slurp2,Chrnb2,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrnb2,Slurp2,Chrnb2,ENSMUSG00000075605,ENSMUSG00000027950,Slurp2^Chrnb2,ENSMUSG00000075605^ENSMUSG00000027950
SLURP2_CHRNB3,SLURP,Slurp2,Chrnb3,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrnb3,Slurp2,Chrnb3,ENSMUSG00000075605,ENSMUSG00000031492,Slurp2^Chrnb3,ENSMUSG00000075605^ENSMUSG00000031492
SLURP2_CHRNB4,SLURP,Slurp2,Chrnb4,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrnb4,Slurp2,Chrnb4,ENSMUSG00000075605,ENSMUSG00000035200,Slurp2^Chrnb4,ENSMUSG00000075605^ENSMUSG00000035200
SLURP2_CHRNA1,SLURP,Slurp2,Chrna1,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna1,Slurp2,Chrna1,ENSMUSG00000075605,ENSMUSG00000027107,Slurp2^Chrna1,ENSMUSG00000075605^ENSMUSG00000027107
SLURP2_CHRNA2,SLURP,Slurp2,Chrna2,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna2,Slurp2,Chrna2,ENSMUSG00000075605,ENSMUSG00000022041,Slurp2^Chrna2,ENSMUSG00000075605^ENSMUSG00000022041
SLURP2_CHRNA3,SLURP,Slurp2,Chrna3,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna3,Slurp2,Chrna3,ENSMUSG00000075605,ENSMUSG00000032303,Slurp2^Chrna3,ENSMUSG00000075605^ENSMUSG00000032303
SLURP2_CHRNA4,SLURP,Slurp2,Chrna4,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna4,Slurp2,Chrna4,ENSMUSG00000075605,ENSMUSG00000027577,Slurp2^Chrna4,ENSMUSG00000075605^ENSMUSG00000027577
SLURP2_CHRNA5,SLURP,Slurp2,Chrna5,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna5,Slurp2,Chrna5,ENSMUSG00000075605,ENSMUSG00000035594,Slurp2^Chrna5,ENSMUSG00000075605^ENSMUSG00000035594
SLURP2_CHRNA6,SLURP,Slurp2,Chrna6,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna6,Slurp2,Chrna6,ENSMUSG00000075605,ENSMUSG00000031491,Slurp2^Chrna6,ENSMUSG00000075605^ENSMUSG00000031491
SLURP2_CHRNA7,SLURP,Slurp2,Chrna7,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna7,Slurp2,Chrna7,ENSMUSG00000075605,ENSMUSG00000030525,Slurp2^Chrna7,ENSMUSG00000075605^ENSMUSG00000030525
SLURP2_CHRNA9,SLURP,Slurp2,Chrna9,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna9,Slurp2,Chrna9,ENSMUSG00000075605,ENSMUSG00000029205,Slurp2^Chrna9,ENSMUSG00000075605^ENSMUSG00000029205
SLURP2_CHRNA10,SLURP,Slurp2,Chrna10,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrna10,Slurp2,Chrna10,ENSMUSG00000075605,ENSMUSG00000066279,Slurp2^Chrna10,ENSMUSG00000075605^ENSMUSG00000066279
SLURP2_CHRND,SLURP,Slurp2,Chrnd,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrnd,Slurp2,Chrnd,ENSMUSG00000075605,ENSMUSG00000026251,Slurp2^Chrnd,ENSMUSG00000075605^ENSMUSG00000026251
SLURP2_CHRNE,SLURP,Slurp2,Chrne,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrne,Slurp2,Chrne,ENSMUSG00000075605,ENSMUSG00000014609,Slurp2^Chrne,ENSMUSG00000075605^ENSMUSG00000014609
SLURP2_CHRNG,SLURP,Slurp2,Chrng,,,,,KEGG: mmu04080,Secreted Signaling,Slurp2  - Chrng,Slurp2,Chrng,ENSMUSG00000075605,ENSMUSG00000026253,Slurp2^Chrng,ENSMUSG00000075605^ENSMUSG00000026253
BTLA_TNFRSF14,BTLA,Btla,Tnfrsf14,,,,,PMID: 21941365,Secreted Signaling,Btla  - Tnfrsf14,Btla,Tnfrsf14,ENSMUSG00000052013,ENSMUSG00000042333,Btla^Tnfrsf14,ENSMUSG00000052013^ENSMUSG00000042333
TRH_TRHR,TRH,Trh,Trhr,,,,,KEGG: mmu04080,Secreted Signaling,Trh  - Trhr,Trh,Trhr,ENSMUSG00000005892,ENSMUSG00000038760,Trh^Trhr,ENSMUSG00000005892^ENSMUSG00000038760
TRH_TRHR2,TRH,Trh,Trhr2,,,,,KEGG: mmu04080,Secreted Signaling,Trh  - Trhr2,Trh,Trhr2,ENSMUSG00000005892,ENSMUSG00000039079,Trh^Trhr2,ENSMUSG00000005892^ENSMUSG00000039079
UCN_CRHR1,UCN,Ucn,Crhr1,,,,,KEGG: mmu04080,Secreted Signaling,Ucn  - Crhr1,Ucn,Crhr1,ENSMUSG00000038676,ENSMUSG00000018634,Ucn^Crhr1,ENSMUSG00000038676^ENSMUSG00000018634
UCN_CRHR2,UCN,Ucn,Crhr2,,,,,KEGG: mmu04080,Secreted Signaling,Ucn  - Crhr2,Ucn,Crhr2,ENSMUSG00000038676,ENSMUSG00000003476,Ucn^Crhr2,ENSMUSG00000038676^ENSMUSG00000003476
UCN2_CRHR1,UCN,Ucn2,Crhr1,,,,,KEGG: mmu04080,Secreted Signaling,Ucn2  - Crhr1,Ucn2,Crhr1,ENSMUSG00000049699,ENSMUSG00000018634,Ucn2^Crhr1,ENSMUSG00000049699^ENSMUSG00000018634
UCN2_CRHR2,UCN,Ucn2,Crhr2,,,,,KEGG: mmu04080,Secreted Signaling,Ucn2  - Crhr2,Ucn2,Crhr2,ENSMUSG00000049699,ENSMUSG00000003476,Ucn2^Crhr2,ENSMUSG00000049699^ENSMUSG00000003476
UCN3_CRHR1,UCN,Ucn3,Crhr1,,,,,KEGG: mmu04080,Secreted Signaling,Ucn3  - Crhr1,Ucn3,Crhr1,ENSMUSG00000044988,ENSMUSG00000018634,Ucn3^Crhr1,ENSMUSG00000044988^ENSMUSG00000018634
UCN3_CRHR2,UCN,Ucn3,Crhr2,,,,,KEGG: mmu04080,Secreted Signaling,Ucn3  - Crhr2,Ucn3,Crhr2,ENSMUSG00000044988,ENSMUSG00000003476,Ucn3^Crhr2,ENSMUSG00000044988^ENSMUSG00000003476
UTS2B_UTS2R,UROTENSIN,Uts2b,Uts2r,,,,,PMID: 31556942,Secreted Signaling,Uts2b  - Uts2r,Uts2b,Uts2r,ENSMUSG00000056423,ENSMUSG00000039321,Uts2b^Uts2r,ENSMUSG00000056423^ENSMUSG00000039321
UTS2B_SSTR5,UROTENSIN,Uts2b,Sstr5,,,,,PMID: 31556942,Secreted Signaling,Uts2b  - Sstr5,Uts2b,Sstr5,ENSMUSG00000056423,ENSMUSG00000050824,Uts2b^Sstr5,ENSMUSG00000056423^ENSMUSG00000050824
BAG6_NCR3-PS,BAG,Bag6,Ncr3-ps,,,,,PMID: 30021652,Secreted Signaling,Bag6  - Ncr3-ps,Bag6,Ncr3-ps,ENSMUSG00000024392,ENSMUSG00000086076,Bag6^Ncr3-ps,ENSMUSG00000024392^ENSMUSG00000086076
LGALS9_HAVCR2,GALECTIN,Lgals9,Havcr2,,,,,PMID: 27192565,Secreted Signaling,Lgals9  - Havcr2,Lgals9,Havcr2,ENSMUSG00000001123,ENSMUSG00000020399,Lgals9^Havcr2,ENSMUSG00000001123^ENSMUSG00000020399
LGALS9_CD44,GALECTIN,Lgals9,Cd44,,,,,PMID: 25065622,Secreted Signaling,Lgals9  - Cd44,Lgals9,Cd44,ENSMUSG00000001123,ENSMUSG00000005087,Lgals9^Cd44,ENSMUSG00000001123^ENSMUSG00000005087
COL1A1_ITGA1_ITGB1,COLLAGEN,Col1a1,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor,Col1a1  - (Itga1+Itgb1),Col1a1,Itga1&Itgb1,ENSMUSG00000001506,ENSMUSG00000042284&ENSMUSG00000025809,Col1a1^Itga1&Itgb1,ENSMUSG00000001506^ENSMUSG00000042284&ENSMUSG00000025809
COL1A2_ITGA1_ITGB1,COLLAGEN,Col1a2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor,Col1a2  - (Itga1+Itgb1),Col1a2,Itga1&Itgb1,ENSMUSG00000029661,ENSMUSG00000042284&ENSMUSG00000025809,Col1a2^Itga1&Itgb1,ENSMUSG00000029661^ENSMUSG00000042284&ENSMUSG00000025809
COL2A1_ITGA1_ITGB1,COLLAGEN,Col2a1,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor,Col2a1  - (Itga1+Itgb1),Col2a1,Itga1&Itgb1,ENSMUSG00000022483,ENSMUSG00000042284&ENSMUSG00000025809,Col2a1^Itga1&Itgb1,ENSMUSG00000022483^ENSMUSG00000042284&ENSMUSG00000025809
COL4A1_ITGA1_ITGB1,COLLAGEN,Col4a1,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor,Col4a1  - (Itga1+Itgb1),Col4a1,Itga1&Itgb1,ENSMUSG00000031502,ENSMUSG00000042284&ENSMUSG00000025809,Col4a1^Itga1&Itgb1,ENSMUSG00000031502^ENSMUSG00000042284&ENSMUSG00000025809
COL4A2_ITGA1_ITGB1,COLLAGEN,Col4a2,ITGA1_ITGB1,,,,,KEGG: mmu04512,ECM-Receptor,Col4a2  - (Itga1+Itgb1),Col4a2,Itga1&Itgb1,ENSMUSG00000031503,ENSMUSG00000042284&ENSMUSG00000025809,Col4a2^Itga1&Itgb1,ENSMUSG00000031503^ENSMUSG00000042284&ENSMUSG00000025809
